feature,coef,std,coef/std,coef/std*100,mean
disease_100,0.14327166929199198,1,0.14327166929199198,14,0
disease_150,-0.24108782940339293,1,-0.24108782940339293,-24,0
disease_170,0.0,1,0.0,0,0
disease_200,0.0,1,0.0,0,0
disease_300,0.0,1,0.0,0,0
disease_310,0.0,1,0.0,0,0
disease_400,0.0,1,0.0,0,0
disease_500,0.0,1,0.0,0,0
disease_520,0.0,1,0.0,0,0
disease_570,0.0,1,0.0,0,0
disease_600,0.0,1,0.0,0,0
disease_900,0.0,1,0.0,0,0
disease_1460,-0.3894913898144106,1,-0.3894913898144106,-39,0
dnrtype_MMRD,-0.11475935698454863,1,-0.11475935698454863,-11,0
dnrtype_MMUD,-0.081551330779297,1,-0.081551330779297,-8,0
dnrtype_MRD,0.09444725131503488,1,0.09444725131503488,9,0
dnrtype_MUD,-0.09356522809694474,1,-0.09356522809694474,-9,0
drigp_1.0,-0.13591389224028524,0.253947623372176,-0.5352044269423817,-54,0.08348787613619041
drigp_2.0,-0.12753367153829023,0.44692399861840165,-0.2853587454075892,-29,0.613370966598871
drigp_3.0,0.17465202193206147,0.38586841689575624,0.4526206714120486,45,0.23024464522907678
drigp_4.0,0.15593592119315386,0.17321981602180458,0.900219875383801,90,0.03683029332209209
drigp_6.0,-0.0168261970619289,0.17181674624010654,-0.09793106568561723,-10,0.03606621871378868
drabomatch_dots_0.0,-0.1154248926913246,1,-0.1154248926913246,-12,0
drabomatch_dots_1.0,-0.12303988000697055,1,-0.12303988000697055,-12,0
drabomatch_dots_2.0,-0.06691787148830304,1,-0.06691787148830304,-7,0
drabomatch_dots_3.0,0.10995397964084755,1,0.10995397964084755,11,0
tbigp_0.0,-0.11340516739226882,1,-0.11340516739226882,-11,0
tbigp_1.0,-0.226702842795757,1,-0.226702842795757,-23,0
tbigp_2.0,-0.019790504775898124,1,-0.019790504775898124,-2,0
tbigp_3.0,0.16446985041816686,1,0.16446985041816686,16,0
cytogene_1.0,-0.11426648709686728,1,-0.11426648709686728,-11,0
cytogene_2.0,-0.130782679053756,1,-0.130782679053756,-13,0
cytogene_3.0,-0.1144591106760424,1,-0.1144591106760424,-11,0
cytogene_4.0,0.15526890782105174,1,0.15526890782105174,16,0
cytogene_5.0,0.0088107044598618,1,0.0088107044598618,1,0
condclas_1.0,-0.09787212322098435,1,-0.09787212322098435,-10,0
condclas_2.0,0.0021222797954007534,1,0.0021222797954007534,0,0
condclas_3.0,-0.09967882112016943,1,-0.09967882112016943,-10,0
racegp_1,-0.15808819407991925,1,-0.15808819407991925,-16,0
racegp_2,-0.03734047046583372,1,-0.03734047046583372,-4,0
gvhprhrxgp_1.0,-0.14104227868784155,1,-0.14104227868784155,-14,0
gvhprhrxgp_2.0,-0.16390229299695772,1,-0.16390229299695772,-16,0
gvhprhrxgp_3.0,-0.06834157878058092,1,-0.06834157878058092,-7,0
gvhprhrxgp_4.0,-0.0003754556731533445,1,-0.0003754556731533445,0,0
gvhprhrxgp_5.0,0.01748494438914974,1,0.01748494438914974,2,0
gvhprhrxgp_6.0,0.16074799720360977,1,0.16074799720360977,16,0
drcmvpr_0.0,-0.013559153119242502,1,-0.013559153119242502,-1,0
drcmvpr_1.0,-0.04687061526840983,1,-0.04687061526840983,-5,0
drcmvpr_2.0,-0.039738651623571104,1,-0.039738651623571104,-4,0
drcmvpr_3.0,-0.09526024453453746,1,-0.09526024453453746,-10,0
cytogeneelnt_1,-0.10738401725019125,1,-0.10738401725019125,-11,0
cytogeneelnt_2,-0.38879032327343244,1,-0.38879032327343244,-39,0
cytogeneelnt_3,-0.02209751996417586,1,-0.02209751996417586,-2,0
cytogeneelnt_4,0.1550059011730609,1,0.1550059011730609,16,0
cytogeneelnt_5,0.16783729476897646,1,0.16783729476897646,17,0
allsubgp_1,-0.16143348160374763,1,-0.16143348160374763,-16,0
allsubgp_2,-0.2774006092403357,1,-0.2774006092403357,-28,0
allsubgp_3,0.24340542629831505,1,0.24340542629831505,24,0
urdbmpbdrace_1,-0.04165554997020259,1,-0.04165554997020259,-4,0
urdbmpbdrace_2,-0.15377311457555906,1,-0.15377311457555906,-15,0
bmpbdsex_1,-0.10281912019556602,1,-0.10281912019556602,-10,0
bmpbdsex_2,-0.09260954435019444,1,-0.09260954435019444,-9,0
mdsdist_1,-0.15560213307994505,1,-0.15560213307994505,-16,0
mdsdist_2,0.11330944630427142,1,0.11330944630427142,11,0
mdsdist_3,-0.15313597777008733,1,-0.15313597777008733,-15,0
