feature,coef,std,coef/std,coef/std*100,mean
disease_570,0.1375089499932961,1,0.1375089499932961,14,0
disease_600,-0.29949106621217847,1,-0.29949106621217847,-30,0
disease_900,-0.3427120061282081,1,-0.3427120061282081,-34,0
disease_1460,0.37552533353442186,1,0.37552533353442186,38,0
dnrtype_MMRD,-0.003975357157809099,1,-0.003975357157809099,0,0
dnrtype_MMUD,0.21945160887398762,1,0.21945160887398762,22,0
dnrtype_MRD,-0.26065679386267104,1,-0.26065679386267104,-26,0
dnrtype_MUD,0.0047126815660973684,1,0.0047126815660973684,0,0
drigp_1.0,-0.07178298882246778,0.23395196159981882,-0.3068278989053938,-31,0.08030289749320335
drigp_2.0,-0.07844825854058253,0.4219135146542921,-0.18593445295266622,-19,0.6119225264526347
drigp_3.0,0.10620957936984535,0.3676048827875206,0.2889232008140533,29,0.2357652224849754
drigp_4.0,0.08652486330593061,0.16288771120582118,0.5311933151089573,53,0.03656261722888312
drigp_6.0,-0.020180674699721266,0.1607897379977238,-0.1255097181637733,-13,0.03544673634031157
drabomatch_dots_0.0,-0.11937683887065711,1,-0.11937683887065711,-12,0
drabomatch_dots_1.0,-0.12328928964671086,1,-0.12328928964671086,-12,0
drabomatch_dots_2.0,0.07169489690394279,1,0.07169489690394279,7,0
drabomatch_dots_3.0,0.13050337103301943,1,0.13050337103301943,13,0
tbigp_0.0,0.018483508952532455,1,0.018483508952532455,2,0
tbigp_1.0,-0.14283231519638506,1,-0.14283231519638506,-14,0
tbigp_2.0,0.01651038527201375,1,0.01651038527201375,2,0
tbigp_3.0,0.0673705603914593,1,0.0673705603914593,7,0
cytogene_1.0,-0.037782276567954125,1,-0.037782276567954125,-4,0
cytogene_2.0,-0.027352028688928463,1,-0.027352028688928463,-3,0
cytogene_3.0,-0.14438544803256184,1,-0.14438544803256184,-14,0
cytogene_4.0,0.06988648537655442,1,0.06988648537655442,7,0
cytogene_5.0,0.09916540733248218,1,0.09916540733248218,10,0
condclas_1.0,0.09003534378402589,1,0.09003534378402589,9,0
condclas_2.0,-0.10185188999810099,1,-0.10185188999810099,-10,0
condclas_3.0,-0.028651314366329752,1,-0.028651314366329752,-3,0
racegp_1,-0.014308202396782944,1,-0.014308202396782944,-1,0
racegp_2,-0.026159658183619743,1,-0.026159658183619743,-3,0
gvhprhrxgp_1.0,-0.38138868282113353,1,-0.38138868282113353,-38,0
gvhprhrxgp_2.0,0.05568396098265855,1,0.05568396098265855,6,0
gvhprhrxgp_3.0,-0.31511089487985866,1,-0.31511089487985866,-32,0
gvhprhrxgp_4.0,0.30093537658194003,1,0.30093537658194003,30,0
gvhprhrxgp_5.0,0.20734584096480232,1,0.20734584096480232,21,0
gvhprhrxgp_6.0,0.09206653859121527,1,0.09206653859121527,9,0
drcmvpr_0.0,0.07722023857254649,1,0.07722023857254649,8,0
drcmvpr_1.0,-0.04942407124696129,1,-0.04942407124696129,-5,0
drcmvpr_2.0,0.056932543363402505,1,0.056932543363402505,6,0
drcmvpr_3.0,-0.12519657126936407,1,-0.12519657126936407,-13,0
cytogeneelnt_1,-0.0760275539434507,1,-0.0760275539434507,-8,0
cytogeneelnt_2,-0.16237970481993727,1,-0.16237970481993727,-16,0
cytogeneelnt_3,-0.050010420080867694,1,-0.050010420080867694,-5,0
cytogeneelnt_4,0.1639915653021284,1,0.1639915653021284,16,0
cytogeneelnt_5,0.08395825296174012,1,0.08395825296174012,8,0
allsubgp_1,-0.07337329637466052,1,-0.07337329637466052,-7,0
allsubgp_2,-0.06898573749124738,1,-0.06898573749124738,-7,0
allsubgp_3,0.101891173285526,1,0.101891173285526,10,0
urdbmpbdrace_1,0.010504338989765608,1,0.010504338989765608,1,0
urdbmpbdrace_2,-0.05097219957019872,1,-0.05097219957019872,-5,0
bmpbdsex_1,-0.08474445792863369,1,-0.08474445792863369,-8,0
bmpbdsex_2,0.04427659734825365,1,0.04427659734825365,4,0
mdsdist_1,0.1302410081618026,1,0.1302410081618026,13,0
mdsdist_2,0.03643870304490441,1,0.03643870304490441,4,0
mdsdist_3,-0.2071475717870879,1,-0.2071475717870879,-21,0
