feature,coef,std,coef/std,coef/std*100,mean
disease_100,0.19492454990745778,1,0.19492454990745778,19,0
disease_150,-0.8933066499239565,1,-0.8933066499239565,-89,0
disease_170,-0.9029804812105755,1,-0.9029804812105755,-90,0
disease_200,-0.6494068301104925,1,-0.6494068301104925,-65,0
disease_300,0.4985543925020719,1,0.4985543925020719,50,0
disease_310,-0.34829277162206695,1,-0.34829277162206695,-35,0
disease_400,0.4232355513381698,1,0.4232355513381698,42,0
disease_500,0.7193526183035279,1,0.7193526183035279,72,0
disease_520,0.032101128550674145,1,0.032101128550674145,3,0
disease_570,0.7895053949244211,1,0.7895053949244211,79,0
disease_600,-0.2602308115519692,1,-0.2602308115519692,-26,0
disease_900,0.34979890117737833,1,0.34979890117737833,35,0
disease_1460,0.7694955260122278,1,0.7694955260122278,77,0
dnrtype_MMRD,0.44497239748346906,1,0.44497239748346906,44,0
dnrtype_MMUD,0.2764074076675094,1,0.2764074076675094,28,0
dnrtype_MRD,-0.7234345759956465,1,-0.7234345759956465,-72,0
dnrtype_MUD,-0.4024571469740619,1,-0.4024571469740619,-40,0
drigp_1.0,-0.08774904046392996,0.25236905112445734,-0.3477012734840295,-35,0.09378984349086741
drigp_2.0,-0.028495621023501356,0.4049493977426998,-0.07036835017496963,-7,0.6405868173264089
drigp_3.0,0.08377600090432241,0.33455117887797703,0.25041310924472504,25,0.20354586490774046
drigp_4.0,0.03258435808884092,0.13279216956807327,0.2453786107631685,25,0.02811026572959938
drigp_6.0,0.008672193903175428,0.1533774725034525,0.05654151005115969,6,0.033967208545425294
drabomatch_dots_0.0,-0.284095627536167,1,-0.284095627536167,-28,0
drabomatch_dots_1.0,-0.5336253994548861,1,-0.5336253994548861,-53,0
drabomatch_dots_2.0,0.21973796778863108,1,0.21973796778863108,22,0
drabomatch_dots_3.0,0.1934711413836946,1,0.1934711413836946,19,0
tbigp_0.0,0.10912843191463138,1,0.10912843191463138,11,0
tbigp_1.0,-0.06824473606385778,1,-0.06824473606385778,-7,0
tbigp_2.0,-0.2684956573800141,1,-0.2684956573800141,-27,0
tbigp_3.0,-0.17689995628948146,1,-0.17689995628948146,-18,0
cytogene_1.0,-0.10173276583000758,1,-0.10173276583000758,-10,0
cytogene_2.0,0.21061432963239007,1,0.21061432963239007,21,0
cytogene_3.0,-0.3182257152560446,1,-0.3182257152560446,-32,0
cytogene_4.0,-0.03191699952013799,1,-0.03191699952013799,-3,0
cytogene_5.0,-0.16325076684493922,1,-0.16325076684493922,-16,0
condclas_1.0,-0.2501142430026329,1,-0.2501142430026329,-25,0
condclas_2.0,-0.012756770234578597,1,-0.012756770234578597,-1,0
condclas_3.0,-0.14164090458153036,1,-0.14164090458153036,-14,0
racegp_1,-0.224901292153052,1,-0.224901292153052,-22,0
racegp_2,-0.1796106256656859,1,-0.1796106256656859,-18,0
gvhprhrxgp_1.0,0.26587643049953935,1,0.26587643049953935,27,0
gvhprhrxgp_2.0,0.788641610818705,1,0.788641610818705,79,0
gvhprhrxgp_3.0,-0.4041293802455647,1,-0.4041293802455647,-40,0
gvhprhrxgp_4.0,-0.39119714414461537,1,-0.39119714414461537,-39,0
gvhprhrxgp_5.0,-0.34262658912875626,1,-0.34262658912875626,-34,0
gvhprhrxgp_6.0,-0.32107684561803795,1,-0.32107684561803795,-32,0
drcmvpr_0.0,-0.06843122537784113,1,-0.06843122537784113,-7,0
drcmvpr_1.0,-0.06852574246383818,1,-0.06852574246383818,-7,0
drcmvpr_2.0,0.00014634656203590588,1,0.00014634656203590588,0,0
drcmvpr_3.0,-0.26770129653908614,1,-0.26770129653908614,-27,0
cytogeneelnt_1,0.19638799856145162,1,0.19638799856145162,20,0
cytogeneelnt_2,-0.0888621036331959,1,-0.0888621036331959,-9,0
cytogeneelnt_3,-0.1805191990366305,1,-0.1805191990366305,-18,0
cytogeneelnt_4,0.27702952682500087,1,0.27702952682500087,28,0
cytogeneelnt_5,-0.6085481405353661,1,-0.6085481405353661,-61,0
allsubgp_1,-0.14916438588681194,1,-0.14916438588681194,-15,0
allsubgp_2,-0.28302194458137564,1,-0.28302194458137564,-28,0
allsubgp_3,0.027674412649454198,1,0.027674412649454198,3,0
urdbmpbdrace_1,-0.20539054580596033,1,-0.20539054580596033,-21,0
urdbmpbdrace_2,-0.1991213720127763,1,-0.1991213720127763,-20,0
bmpbdsex_1,-0.19371046424119692,1,-0.19371046424119692,-19,0
bmpbdsex_2,-0.21080145357753866,1,-0.21080145357753866,-21,0
mdsdist_1,-0.0941287473975551,1,-0.0941287473975551,-9,0
mdsdist_2,-0.13929833636420028,1,-0.13929833636420028,-14,0
mdsdist_3,-0.17108483405697353,1,-0.17108483405697353,-17,0
